"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17"
"1" -8.02941815882439 -0.59683054506333 1.93603096974614 3.22030671818218 -3.85573197899737 2.81531691794449 -0.892693239187415 0.453562084335023 2.23211599673439 -0.491214483392306 1.85965284699144 -0.887881432498088 2.07280039071874 -1.3141352956519 0.0107887776834779 -0.31634760536295 -0.520625365757523
"2" 2.58671673030939 -0.238631673324277 -0.777572281318573 0.766411229864827 0.864268411548316 2.89609141872046 0.913594567169962 -0.253748642224441 -1.55474599427307 -0.428919468336474 -1.47482438093555 0.307626427866919 -0.203554549299304 0.472029291816742 -0.312061583542611 0.48439797320208 0.857270442213069
"3" 3.5347112025906 -0.204358362434262 0.160476700581115 0.725728240151943 -2.44995395622877 -1.02943527092441 -0.726378515551404 -0.092946020708237 0.531032075410726 -0.0874750630698976 -0.54967826344674 0.12384400045047 1.93940761250514 -0.00637354411870908 -0.632144680901793 1.16802976653162 -1.49469154240534
"4" 4.61961190070565 1.2327298403691 -0.410019054222323 -0.530933475468722 -0.368292371351094 -0.143246125502619 0.697260544915726 -0.0986907816579217 -1.28034261904934 1.23638011644033 -0.687620274523278 -0.282634502999418 -1.19699358389304 1.42400618093722 0.542552877548173 -0.881220191843736 -0.733707489574801
"5" 4.96610496319361 0.20777513524806 -0.537957659980939 0.452222816735705 1.29270963994992 0.165701240403299 -0.530868159864527 0.184110899665393 -0.3471578088957 0.862323940233277 0.606596977997672 -0.0252646279310066 1.42764523815919 -0.567296721936613 -0.325729653352962 -0.0572303042811717 -0.0148288458898974
"6" -2.73990252329806 -0.0500021995189569 -0.208940768845609 -4.06036905275363 -0.00436391696178761 0.504627602738179 1.06488364741976 -0.994331276808048 -1.28172069180171 -0.669575562195991 0.939020951393549 -0.403566292127905 1.29011763212208 0.798698438127566 -1.60669943786389 -0.142539930104259 1.39450775575473
"7" -18.3401576413189 8.54493898054894 2.6325909780649 2.72526468149153 -4.70965302893505 -0.441833396569242 -2.09029253721346 4.52860243690516 0.299685613107394 -3.41161125564735 3.64562214558851 1.01911203760252 -0.836202907215145 0.0418623759996146 1.1847264410767 -0.982958439892428 -0.247626423829854
"8" 2.74340173966693 0.000454762616372761 0.271255055395115 -1.79187948450757 0.274425659706525 0.133134837118283 0.296780202068896 0.583628870772774 -0.244872688049132 -0.0928401274629467 0.728546868989662 0.275659113241428 -0.380619604859975 1.84029790672239 0.798847455135659 -0.0803575337824476 0.245926293376551
"9" 5.45767262270351 0.763125930262619 -0.0745019610786048 -0.900798534621146 -1.9446729041235 0.502634502481639 0.718948993806993 -0.710051253602437 -0.819604663813621 0.429466331818233 -0.438514008420622 0.465580008399242 -0.76853699794431 0.0616206749111589 -0.188909888225342 0.553791344177096 -1.93233316388764
"10" 2.95147534383459 0.154053061085695 -1.19224510470839 0.690200015390818 -1.8843260973164 0.597709248762541 0.564699133352516 0.858522864757651 0.283730226476807 -1.02985260454109 -0.897415609256301 -0.0279319323313578 0.34119107241197 -0.789646985957187 -0.231506908458505 -0.423761758657342 0.521720803727562
"11" -8.52735313142228 -1.0592814183906 -0.681657306948082 -3.78068898244898 -0.471584014896054 -1.07003145243197 0.838625290631293 -0.497636834386126 -1.43186196346065 -0.257539996562216 1.08944944239604 0.912790978632301 0.572903349726906 -0.0721049802416221 -3.32178961876746 -0.455344465070796 1.64776609952204
"12" 3.86054964431986 1.05794464662818 -1.10049985025341 -0.360746438024586 -0.831895672871437 -0.0462537870218894 2.01547406939608 -0.165225185515125 -0.80798725932011 -0.270772189688422 1.25958114272988 -0.145639453149023 -1.15026463032967 0.468582911227351 -0.992341863517649 -0.375506283300103 -1.39804872379063
"13" 3.14453823901062 1.00724160810962 -1.00279510154329 0.724720370698303 -1.48054805785961 0.130165967195124 -1.25497395265417 -1.03909422295957 -1.27299159235747 1.44088281925147 -0.751311393733924 0.0915642001861671 0.805889268807255 0.616285665964692 -0.0519548892037838 -0.234592228740679 -0.215679831156073
"14" -6.88131920430572 2.2106769808531 1.57925106264249 -2.10439394666077 -0.504675963841749 0.17427992610468 0.156594047468831 1.44401067668129 -0.0280688892779408 -0.727211407020017 0.572907266825304 0.791488699646138 0.023944801067532 0.71212015692344 1.44602280800688 -2.73958266182649 0.164067411039393
"15" 2.63922620762889 -0.929033404570418 2.86880797134114 0.901248771888408 2.43593232326741 -1.40473206389157 -0.594199139262051 0.88610952456283 0.158340110827448 -0.26281959453812 0.227697810418522 -0.783218904429326 -0.0679243239889112 0.671414869133224 -1.11608929303438 0.81828896409076 0.415971763865776
"16" -0.16855577516943 -2.06082248281862 0.312184655831443 -0.256696377695946 -0.555558386643694 -0.498583811579537 -1.29593368318168 0.896808120955608 2.89569439664288 -0.858635248923552 -0.399815296074757 0.0544336338381694 0.925298799092026 -0.485846554858619 0.240052660347545 -0.073226342182417 -0.472777877143248
"17" 0.915410042764069 -0.877346137346105 -0.430790436883145 1.39826765873129 0.255791861590422 0.346856291563522 0.909201493705343 0.0865884177810776 -0.0019834676450782 -0.47281196520863 -1.34530846875823 -0.951039533161745 -0.384586742297271 0.264565300657564 -0.272182197474385 0.926391258046543 0.964772380027482
